,homograph,simalign_fr,fr-label,en,fr,inter_align
513,live,vis,live_vrb,"['Mr', 'President', ',', 'as', 'an', 'inhabitant', 'of', 'Melilla', ',', 'I', 'live', 'next', 'door', 'to', 'the', 'friendly', 'country', 'of', 'Morocco', 'and', 'a', 'few', 'kilometres', 'from', 'the', 'Algerian', 'border', '.', 'As', 'such', ',', 'and', 'as', 'a', 'Spaniard', ',', 'I', 'consider', 'myself', 'particularly', 'sensitive', 'to', 'the', 'questions', 'which', 'affect', 'the', 'two', 'coasts', 'of', 'the', 'Mediterranean', '.', '']","['', 'Monsieur', 'le', 'Président', ',', 'en', 'ma', 'qualité', ""d'"", 'Espagnol', 'et', 'de', 'citoyen', 'voisin', ""d'"", 'un', 'pays', 'ami', 'comme', 'le', 'Maroc', ',', 'étant', 'donné', 'que', 'je', 'vis', 'à', 'Melilla', 'et', 'donc', 'à', 'quelques', 'kilomètres', 'de', 'la', 'frontière', 'avec', ""l'"", 'Algérie', ',', 'je', 'me', 'considère', 'particulièrement', 'concerné', 'par', 'les', 'questions', 'qui', 'touchent', 'les', 'deux', 'rives', 'de', 'la', 'Méditerranée', '.\n']","[(0, 1), (1, 3), (2, 4), (3, 5), (4, 8), (5, 9), (5, 13), (6, 14), (7, 28), (9, 25), (10, 26), (13, 27), (15, 17), (16, 16), (18, 20), (19, 29), (20, 31), (21, 32), (22, 33), (23, 34), (24, 35), (25, 39), (26, 36), (28, 22), (34, 9), (35, 40), (36, 41), (37, 43), (39, 44), (40, 45), (41, 46), (42, 47), (43, 48), (44, 49), (45, 50), (46, 51), (47, 52), (48, 53), (49, 54), (50, 55), (51, 56), (52, 57)]"
514,progress,progressent,progress_vrb,"['There', 'are', 'no', 'prizes', 'for', 'model', 'countries', 'in', 'this', 'field', ',', 'nor', 'are', 'there', 'penalties', 'for', 'those', 'which', 'do', 'not', 'make', 'progress', '.', '']","['', 'Il', ""n'"", 'y', 'a', 'pas', 'de', 'récompenses', 'pour', 'les', 'pays', 'modèles', 'dans', 'ce', 'domaine', ',', 'et', 'il', ""n'"", 'y', 'a', 'pas', 'de', 'sanctions', 'pour', 'ceux', 'qui', 'ne', 'progressent', 'pas', '.\n']","[(0, 1), (1, 4), (2, 5), (3, 7), (4, 8), (5, 11), (6, 10), (7, 12), (8, 13), (9, 14), (10, 15), (13, 19), (14, 23), (15, 24), (16, 25), (17, 26), (18, 27), (19, 29), (20, 28), (21, 28), (22, 30)]"
515,read,connaissance,read_past,"['We', 'would', 'also', 'like', 'to', 'ensure', 'that', 'our', 'amendments', 'on', 'the', 'Committee', 'of', 'the', 'Regions', 'are', 'maintained', 'in', 'the', 'light', 'of', 'what', 'we', 'have', 'just', 'read', 'in', 'the', 'OLAF', 'report', 'in', 'the', 'confidential', 'reading', 'room', '.', '']","['', 'Nous', 'voudrions', 'également', 'veiller', 'à', 'ce', 'que', 'nos', 'amendements', 'relatifs', 'au', 'Comité', 'des', 'régions', 'soient', 'maintenus', ',', 'à', 'la', 'lumière', 'du', 'rapport', 'de', 'l’', 'OLAF', 'dont', 'nous', 'venons', 'de', 'prendre', 'connaissance', 'dans', 'la', 'salle', 'de', 'lecture', 'confidentielle', '.\n']","[(0, 1), (1, 2), (2, 3), (4, 4), (5, 4), (6, 7), (7, 8), (8, 9), (10, 11), (11, 12), (12, 13), (14, 14), (15, 15), (16, 16), (17, 18), (18, 19), (19, 20), (20, 21), (21, 26), (22, 27), (23, 28), (25, 31), (27, 24), (28, 25), (29, 22), (30, 32), (31, 33), (32, 37), (33, 36), (34, 34), (35, 38)]"
517,present,présenter,present_vrb,"['The', 'compromise', 'found', 'with', 'the', 'Member', 'States', 'will', 'allow', 'the', 'Commission', 'to', 'present', 'a', 'report', 'on', 'the', 'requirements', 'for', 'minors', 'travelling', 'alone', 'across', 'external', 'borders', '.', '']","['', 'Et', 'le', 'compromis', 'trouvé', 'avec', 'les', 'États', 'membres', 'permettra', 'à', 'la', 'Commission', 'de', 'présenter', 'un', 'rapport', 'sur', 'les', 'exigences', 'pour', 'les', 'mineurs', 'voyageant', 'seuls', 'au', 'passage', 'des', 'frontières', 'extérieures', '.\n']","[(0, 2), (1, 3), (2, 4), (3, 5), (4, 6), (6, 7), (7, 9), (8, 9), (9, 11), (10, 12), (11, 13), (12, 14), (13, 15), (14, 16), (15, 17), (16, 18), (17, 19), (18, 20), (19, 22), (20, 23), (21, 24), (22, 27), (23, 29), (24, 28), (25, 30)]"
518,initiate,initier,initiate_vrb,"['The', 'European', 'Union', 'must', 'initiate', 'this', 'change', 'and', 'set', 'an', 'example', 'to', 'its', 'trade', 'partners', '.', '']","['', ""L'"", 'Union', 'européenne', 'doit', 'initier', 'ce', 'changement', 'et', 'se', 'doit', ""d'"", 'agir', 'en', 'exemple', 'à', ""l'"", 'égard', 'de', 'ses', 'partenaires', 'commerciaux', '.\n']","[(0, 1), (2, 2), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 12), (9, 13), (10, 14), (11, 18), (12, 19), (13, 20), (14, 20), (15, 22)]"
519,live,vivre,live_vrb,"['They', 'have', 'been', 'telling', 'us', 'that', 'the', 'internal', 'market', 'will', 'create', 'the', 'economic', 'dynamism', 'that', 'we', 'need', 'in', 'order', 'to', 'create', 'jobs', ',', 'to', 'guarantee', 'living', 'wages', 'on', 'which', 'people', 'can', 'live', 'securely', ',', 'but', 'reality', 'is', 'something', 'else', '!', '']","['', 'Ils', ""n'"", 'ont', 'cessé', 'de', 'nous', 'dire', 'que', 'le', 'marché', 'intérieur', 'créera', 'le', 'dynamisme', 'économique', 'nécessaire', 'à', 'la', 'création', ""d'"", 'emplois', ',', 'à', 'la', 'garantie', 'de', 'bénéficier', 'de', 'salaires', 'permettant', 'de', 'vivre', 'dans', 'la', 'sécurité', ',', 'mais', 'la', 'réalité', 'est', 'très', 'différente', '!\n']","[(0, 1), (1, 3), (3, 7), (4, 6), (5, 8), (6, 9), (8, 10), (9, 12), (10, 12), (11, 13), (12, 15), (13, 14), (18, 16), (19, 17), (20, 19), (21, 21), (22, 22), (23, 23), (24, 25), (26, 29), (30, 31), (31, 32), (32, 35), (33, 36), (34, 37), (35, 39), (36, 40), (37, 41), (38, 42), (39, 43)]"
521,present,aujourd'hui,present_adj-nou,"['The', 'amount', 'of', 'discussion', 'on', 'designation', 'in', 'Ireland', 'at', 'present', 'reinforces', 'the', 'importance', 'of', 'this', 'action', 'and', 'I', 'look', 'forward', 'to', 'Ireland', 'completing', 'its', 'designation', 'very', 'soon', '.', '']","['', 'On', 'discute', ""aujourd'hui"", 'beaucoup', 'de', 'ce', 'problème', 'en', 'Irlande', ',', 'ce', 'qui', 'renforce', ""l'"", 'importance', 'de', 'cette', 'action', ',', 'et', 'je', 'souhaite', 'vivement', 'voir', 'très', 'bientôt', 'ce', 'pays', 'respecter', 'pleinement', 'la', 'directive', 'Nitrates', '.\n']","[(1, 4), (3, 2), (6, 8), (7, 9), (9, 3), (10, 13), (11, 14), (12, 15), (13, 16), (14, 17), (15, 18), (16, 20), (17, 21), (18, 22), (20, 24), (22, 29), (24, 33), (25, 25), (26, 26), (27, 34)]"
522,use,utiliser,use_vrb,"['I', 'would', 'like', 'to', 'raise', 'Members', '’', 'awareness', 'of', 'the', 'fact', 'that', 'we', 'will', 'be', 'able', 'to', 'use', 'this', 'Fundamental', 'Rights', 'Agency', 'not', 'only', 'to', 'improve', 'the', 'protection', 'of', 'human', 'rights', 'within', 'the', 'European', 'Union', '’s', 'Member', 'States', ',', 'but', 'also', 'as', 'a', 'sort', 'of', 'early', 'warning', 'system', 'to', 'inform', 'us', 'what', 'is', 'going', 'on', 'in', 'the', 'states', 'around', 'us', 'and', 'how', 'things', 'stand', 'as', 'regards', 'human', 'rights', 'in', 'them', '.', '']","['', 'Je', 'voudrais', 'attirer', 'l’', 'attention', 'des', 'députés', 'sur', 'le', 'fait', 'que', 'nous', 'pourrons', 'utiliser', 'cette', 'Agence', 'des', 'droits', 'fondamentaux', 'non', 'seulement', 'pour', 'améliorer', 'la', 'protection', 'des', 'droits', 'de', 'l’', 'homme', 'au', 'sein', 'des', 'États', 'membres', 'de', 'l’', 'Union', 'européenne', ',', 'mais', 'aussi', 'comme', 'une', 'sorte', 'de', 'système', 'd’', 'alerte', 'précoce', 'pour', 'nous', 'informer', 'des', 'événements', 'qui', 'se', 'déroulent', 'dans', 'les', 'États', 'qui', 'nous', 'entourent', 'et', 'de', 'la', 'situation', 'des', 'droits', 'de', 'l’', 'homme', 'chez', 'eux', '.\n']","[(0, 1), (1, 2), (4, 3), (5, 7), (6, 4), (7, 5), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (17, 14), (18, 15), (21, 16), (22, 20), (23, 21), (24, 22), (25, 23), (26, 24), (27, 25), (28, 26), (30, 27), (31, 32), (32, 33), (33, 39), (34, 38), (35, 37), (36, 35), (37, 34), (38, 40), (39, 41), (40, 42), (41, 43), (42, 44), (43, 45), (44, 46), (45, 50), (46, 49), (47, 47), (48, 51), (49, 53), (50, 52), (51, 56), (52, 57), (53, 58), (54, 58), (55, 59), (56, 60), (57, 61), (58, 62), (59, 63), (60, 65), (61, 67), (67, 70), (68, 74), (69, 75), (70, 76)]"
523,present,actuels,present_adj-nou,"['It', 'is', 'unlikely', 'that', 'the', 'situation', 'will', 'be', 'profoundly', 'modified', 'during', 'the', 'coming', 'period', ',', 'except', 'in', 'the', 'sense', 'that', 'inevitably', ',', 'all', 'present', 'Member', 'States', 'will', 'have', 'to', 'share', 'the', 'cost', 'of', 'enlargement', '.', '']","['', 'Au', 'cours', 'de', 'la', 'prochaine', 'période', ',', 'il', 'est', 'probable', 'que', 'la', 'situation', 'ne', 'connaîtra', 'pas', 'de', 'grands', 'changements', ',', 'sauf', 'bien', 'entendu', 'dans', 'la', 'mesure', 'où', 'tous', 'les', 'États', 'membres', 'actuels', 'devront', 'inévitablement', 'partager', 'les', 'coûts', 'de', ""l'"", 'élargissement', '.\n']","[(0, 8), (1, 9), (2, 10), (3, 11), (4, 12), (5, 13), (6, 15), (8, 34), (9, 19), (10, 2), (11, 4), (12, 5), (13, 6), (14, 20), (15, 21), (16, 24), (17, 25), (18, 26), (19, 27), (20, 34), (22, 28), (23, 32), (24, 31), (25, 30), (26, 33), (29, 35), (30, 36), (31, 37), (32, 38), (33, 40), (34, 41)]"
524,lives,vies,lives_nou,"['In', 'January', ',', 'High', 'Representative', '/', 'Vice', '-', 'President', 'Catherine', 'Ashton', 'issued', 'a', 'joint', 'statement', 'with', 'Hillary', 'Clinton', ',', 'David', 'Miliband', 'and', 'Bernard', 'Kouchner', 'expressing', 'deep', 'regret', 'at', 'the', 'violence', 'and', 'tragic', 'loss', 'of', 'lives', '.', '']","['', 'En', 'janvier', ',', 'la', 'haute', 'représentante', 'et', 'vice-présidente', 'Catherine', 'Ashton', 'a', 'fait', ',', 'avec', 'Hillary', 'Clinton', ',', 'David', 'Miliband', 'et', 'Bernard', 'Kouchner', ',', 'une', 'déclaration', 'commune', 'qui', 'exprime', 'un', 'profond', 'regret', 'à', ""l'"", 'égard', 'des', 'actes', 'de', 'violence', 'et', 'de', 'la', 'perte', 'tragique', 'de', 'vies', 'humaines', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 5), (4, 6), (5, 7), (6, 8), (7, 8), (8, 8), (9, 9), (10, 10), (11, 12), (12, 24), (13, 26), (14, 25), (15, 14), (16, 15), (17, 16), (18, 17), (19, 18), (20, 19), (21, 20), (22, 21), (23, 22), (24, 28), (25, 30), (26, 31), (27, 32), (28, 41), (29, 38), (30, 39), (31, 43), (32, 42), (33, 44), (34, 45), (35, 47)]"
526,use,utilise,use_vrb,"['That', 'means', 'that', 'the', 'producer', 'or', 'importer', 'of', 'foodstuffs', 'is', 'only', 'required', 'to', 'notify', 'to', 'a', 'food', 'agency', 'that', 'they', 'use', 'this', 'or', 'that', 'claim', 'without', 'there', 'being', 'the', 'need', 'for', 'scientific', 'proof', '.', '']","['', 'En', 'd’', 'autres', 'termes', ',', 'le', 'producteur', 'ou', 'l’', 'importateur', 'de', 'denrées', 'alimentaires', 'doit', 'uniquement', 'notifier', 'à', 'une', 'agence', 'alimentaire', 'qu’', 'il', 'utilise', 'telle', 'ou', 'telle', 'allégation', 'sans', 'qu’', 'il', 'ne', 'soit', 'nécessaire', 'de', 'la', 'justifier', 'scientifiquement', '.\n']","[(0, 1), (1, 4), (2, 5), (3, 6), (4, 7), (5, 8), (6, 10), (7, 11), (8, 13), (9, 14), (10, 15), (13, 16), (14, 17), (15, 18), (16, 20), (17, 19), (18, 21), (19, 22), (20, 23), (21, 24), (23, 26), (24, 27), (25, 28), (26, 30), (27, 32), (31, 37), (33, 38)]"
527,separate,distinguer,separate_vrb,"['In', 'this', 'context', ',', 'it', 'is', 'often', 'very', 'difficult', 'to', 'separate', 'large', '-', 'scale', 'organised', 'crime', ',', 'large', '-', 'scale', 'criminal', 'phenomena', ',', 'and', 'what', 'is', 'known', 'as', 'small', '-', 'scale', 'crime', ';', 'this', 'is', 'particularly', 'true', 'of', 'urban', 'areas', ',', 'one', 'example', 'being', 'drug', 'distribution', 'and', 'drug', 'pushing', '.', '']","['', 'Dans', 'ce', 'contexte', ',', 'il', 'est', 'souvent', 'très', 'difficile', 'de', 'distinguer', 'la', 'grande', 'criminalité', 'organisée', ',', 'les', 'grands', 'phénomènes', 'criminels', 'de', 'ce', ""qu'"", 'on', 'appelle', 'la', 'micro-criminalité', '.', ""C'"", 'est', 'souvent', 'le', 'cas', 'dans', 'les', 'villes', 'et', ',', 'à', 'cet', 'égard', ',', 'je', 'pense', ',', 'par', 'exemple', ',', 'à', 'la', 'diffusion', 'et', 'au', 'trafic', 'de', 'drogue', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 13), (14, 15), (16, 16), (17, 18), (20, 14), (21, 19), (23, 21), (24, 22), (26, 25), (28, 27), (29, 27), (31, 27), (33, 29), (34, 30), (36, 33), (37, 34), (38, 36), (41, 46), (42, 47), (44, 56), (45, 51), (46, 52), (48, 56), (49, 57)]"
528,present,actuelle,present_adj-nou,"['The', 'Italians', 'do', 'indeed', 'have', 'the', 'right', 'not', 'to', 'be', 'afraid', ',', 'but', 'for', 'any', 'Italian', 'citizen', 'the', 'present', 'racist', 'policy', 'of', 'its', 'government', 'is', 'most', 'frightening', '.', '']","['', 'Les', 'Italiens', 'ont', 'effectivement', 'le', 'droit', 'de', 'ne', 'pas', 'avoir', 'peur', ',', 'mais', 'la', 'politique', 'raciste', 'actuelle', 'du', 'gouvernement', 'est', 'plus', ""qu'"", 'effrayante', 'pour', ""n'"", 'importe', 'quel', 'citoyen', 'italien', '.\n']","[(0, 1), (1, 2), (3, 4), (4, 3), (5, 5), (6, 6), (7, 9), (8, 7), (9, 10), (10, 11), (11, 12), (12, 13), (13, 24), (14, 27), (15, 29), (16, 28), (17, 14), (18, 17), (19, 16), (20, 15), (21, 18), (23, 19), (24, 20), (25, 21), (26, 23), (27, 30)]"
529,lead,entraînant,lead_nou-vrb,"['To', 'deviate', 'from', 'this', 'principle', 'would', 'set', 'a', 'dangerous', 'precedent', 'that', 'would', 'lead', 'to', 'the', 'criminalisation', 'of', 'entire', 'ethnic', 'groups', 'or', 'particular', 'nationalities', 'of', 'migrants', '.', '']","['', ""S'"", 'écarter', 'de', 'ce', 'principe', 'créerait', 'un', 'dangereux', 'précédent', 'entraînant', 'la', 'criminalisation', 'de', 'groupes', 'ethniques', 'tout', 'entiers', 'ou', 'de', 'nationalités', 'ou', 'migrants', 'particuliers', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 6), (7, 7), (8, 8), (9, 9), (12, 10), (14, 11), (15, 12), (16, 13), (17, 16), (19, 14), (20, 18), (21, 23), (22, 20), (23, 19), (24, 22), (25, 24)]"
530,present,présenter,present_vrb,"['Madam', 'President', 'of', 'the', 'European', 'Parliament', ',', 'Mr', 'President', 'of', 'the', 'European', 'Commission', ',', 'ladies', 'and', 'gentlemen', ',', 'it', 'is', 'a', 'great', 'honour', 'for', 'me', 'to', 'present', 'to', 'you', 'the', 'new', 'presidency', ""'"", 's', 'work', 'programme', '.', '']","['', 'Madame', 'la', 'Présidente', 'du', 'Parlement', 'européen', ',', 'Monsieur', 'le', 'Président', 'de', 'la', 'Commission', 'européenne', ',', 'Mesdames', ',', 'Messieurs', ',', ""c'"", 'est', 'pour', 'moi', 'un', 'grand', 'honneur', 'de', 'vous', 'présenter', 'le', 'programme', 'de', 'travail', 'de', 'la', 'nouvelle', 'présidence', '.\n']","[(1, 3), (2, 4), (4, 6), (5, 5), (6, 7), (7, 8), (8, 10), (9, 11), (10, 12), (11, 14), (12, 13), (17, 19), (18, 20), (19, 21), (20, 24), (21, 25), (22, 26), (23, 22), (24, 23), (25, 27), (26, 29), (29, 30), (30, 36), (31, 37), (34, 33), (35, 31), (36, 38)]"
531,produce,produire,produce_vrb,"['Neither', 'is', 'it', 'possible', 'to', 'produce', 'such', 'food', 'on', 'large', 'farms', '.', '']","['', 'De', 'même', ',', 'il', 'est', 'impossible', 'de', 'les', 'produire', 'dans', 'de', 'grandes', 'exploitations', '.\n']","[(0, 2), (1, 5), (2, 4), (3, 6), (4, 7), (5, 9), (6, 8), (8, 10), (9, 12), (10, 13), (11, 14)]"
533,live,vivons,live_vrb,"['The', 'thing', 'is', 'that', 'we', ',', 'as', 'the', 'European', 'Union', ',', 'live', 'on', 'this', 'Eurasian', 'continent', 'and', 'a', 'large', 'part', 'of', 'humanity', 'is', 'crowded', 'into', 'Asia', '.', '']","['', 'Ce', 'dont', 'il', 'est', 'question', 'ici', ',', ""c'"", 'est', 'que', 'nous', 'vivons', ',', 'en', 'tant', ""qu'"", 'Union', 'européenne', ',', 'sur', 'ce', 'continent', 'eurasien', ',', 'et', ""qu'"", 'une', 'grande', 'partie', 'de', ""l'"", 'humanité', 'est', 'concentrée', 'en', 'Asie', '.\n']","[(0, 1), (2, 9), (3, 10), (4, 11), (5, 13), (6, 15), (8, 18), (9, 17), (10, 19), (11, 12), (12, 20), (13, 21), (14, 23), (15, 22), (16, 25), (17, 27), (18, 28), (19, 29), (20, 30), (21, 32), (22, 33), (23, 34), (24, 35), (25, 36), (26, 37)]"
534,present,présenter,present_vrb,"['For', 'this', 'reason', 'it', 'is', 'our', 'democratic', 'right', 'to', 'present', 'to', 'the', 'House', 'a', 'candidate', 'from', 'the', 'Green', 'Group', 'in', 'the', 'European', 'Parliament', ',', 'in', 'the', 'belief', ',', 'incidentally', ',', 'that', 'it', 'is', 'entirely', 'appropriate', 'to', 'consider', 'whether', ',', 'in', 'a', 'committee', 'such', 'as', 'the', 'Bureau', 'of', 'the', 'European', 'Parliament', ',', 'it', 'would', 'not', 'be', 'right', ',', 'proper', 'and', 'democratic', 'if', 'all', 'groups', 'were', 'to', 'be', 'represented', ',', 'rather', 'than', 'having', 'the', 'present', 'situation', 'in', 'which', 'three', 'groups', 'have', 'no', 'representation', 'at', 'all', '.', '']","['', ""C'"", 'est', 'pourquoi', 'nous', 'estimons', 'que', ""c'"", 'est', 'un', 'droit', 'démocratique', 'de', 'présenter', 'à', ""l'"", 'Assemblée', 'une', 'candidature', 'du', 'groupe', 'des', 'verts', 'au', 'Parlement', 'européen', ',', 'tout', 'en', 'disant', ""qu'"", 'il', 'est', 'tout', 'à', 'fait', 'utile', 'de', 'se', 'demander', 'sérieusement', ""s'"", 'il', 'ne', 'serait', 'pas', 'judicieux', ',', 'juste', 'et', 'démocratiquement', 'légitime', 'que', 'tous', 'les', 'groupes', 'soient', 'représentés', 'dans', 'un', 'organe', 'tel', 'que', 'le', 'Bureau', 'du', 'Parlement', 'européen', ',', 'plutôt', 'que', ""d'"", 'exclure', 'trois', 'groupes', 'comme', ""c'"", 'est', 'le', 'cas', 'actuellement', '!\n']","[(0, 1), (2, 3), (3, 7), (4, 8), (5, 4), (6, 11), (7, 10), (8, 12), (9, 13), (10, 14), (11, 15), (12, 16), (13, 17), (14, 18), (15, 19), (17, 22), (18, 20), (19, 23), (21, 25), (23, 26), (24, 27), (28, 40), (30, 30), (31, 31), (32, 32), (33, 33), (34, 36), (35, 37), (36, 39), (37, 41), (39, 58), (40, 59), (41, 60), (42, 61), (43, 62), (44, 63), (45, 64), (46, 65), (49, 66), (51, 42), (53, 45), (54, 44), (56, 47), (57, 48), (58, 49), (59, 50), (60, 52), (61, 53), (62, 55), (63, 56), (66, 57), (67, 68), (68, 69), (69, 70), (70, 72), (72, 80), (76, 73), (77, 74), (83, 81)]"
535,use,servir,use_vrb,"['We', 'should', 'begin', 'by', 'encouraging', 'Kofi', 'Annan', 'to', 'use', 'the', 'executive', 'powers', 'he', 'already', 'holds', 'to', 'effect', 'change', 'from', 'within', 'the', 'organisation', '.', '']","['', 'Nous', 'devrions', 'commencer', 'par', 'encourager', 'Kofi', 'Annan', 'à', 'se', 'servir', 'des', 'pouvoirs', 'exécutifs', 'dont', 'il', 'jouit', 'déjà', 'pour', 'introduire', 'dans', 'l’', 'organisation', 'un', 'changement', 'de', 'l’', 'intérieur', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (10, 13), (11, 12), (12, 15), (13, 17), (14, 16), (15, 18), (17, 24), (18, 25), (19, 20), (20, 21), (21, 22), (22, 28)]"
537,transport,transporter,transport_vrb,"['The', 'Swedes', 'have', 'said', 'that', 'they', 'will', 'start', 'to', 'transport', 'by', 'truck', 'what', 'now', 'goes', 'by', 'ship', '.', '']","['', 'Les', 'Suédois', 'ont', 'dit', ""qu'"", 'ils', 'vont', 'se', 'mettre', 'à', 'transporter', 'par', 'camion', 'ce', 'qui', 'est', 'actuellement', 'transporté', 'par', 'bateau', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14), (13, 17), (14, 18), (15, 19), (16, 20), (17, 21)]"
538,present,présenter,present_vrb,"['That', 'is', 'why', 'the', 'Convention', 'has', 'had', 'to', 'present', 'a', 'draft', 'constitutional', 'treaty', 'for', 'the', 'European', 'Union', 'under', 'enormous', 'time', 'pressure', ',', 'a', 'constitution', 'that', 'will', 'prevent', 'the', 'European', 'Union', 'from', 'becoming', 'an', 'impotent', 'giant', 'when', 'it', 'admits', '10', 'new', 'Member', 'States', '.', '']","['', 'Très', 'pressée', 'par', 'le', 'temps', ',', 'la', 'Convention', 'a', 'donc', 'dû', 'présenter', 'un', 'projet', 'de', 'traité', 'constitutionnel', 'de', ""l'"", 'Union', 'européenne', 'qui', 'permette', 'de', 'ne', 'pas', 'transformer', ""l'"", 'Union', 'en', 'un', 'géant', 'impuissant', 'après', ""l'"", 'adhésion', 'de', 'dix', 'nouveaux', 'États', 'membres', '.\n']","[(0, 10), (3, 7), (4, 8), (5, 9), (7, 11), (8, 12), (9, 13), (10, 14), (11, 17), (12, 16), (13, 18), (14, 19), (15, 21), (16, 20), (18, 1), (19, 5), (20, 2), (24, 22), (26, 23), (27, 28), (29, 29), (31, 30), (32, 31), (33, 33), (35, 34), (37, 36), (38, 38), (39, 39), (40, 41), (41, 40), (42, 42)]"
539,permit,permis,permit_nou,"['We', 'have', 'a', 'single', 'permit', 'proposal', 'which', 'comes', 'after', 'the', 'skilled', 'workers', 'proposal', ',', 'the', 'blue', 'card', ',', 'and', 'comes', 'after', 'sanctions', 'on', 'employers', '.', '']","['', 'Nous', 'avons', 'une', 'proposition', 'de', 'permis', 'unique', 'qui', 'vient', 'après', 'la', 'proposition', 'sur', 'les', 'travailleurs', 'qualifiés', ',', 'la', 'carte', 'bleue', ',', 'et', 'après', 'les', 'sanctions', 'à', ""l'"", 'encontre', 'des', 'employeurs', '.\n']","[(0, 1), (1, 2), (2, 3), (4, 6), (5, 4), (6, 8), (7, 9), (8, 10), (9, 11), (11, 15), (13, 17), (14, 18), (15, 20), (16, 19), (17, 21), (18, 22), (20, 23), (21, 25), (22, 13), (23, 30), (24, 31)]"
